"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
1562887,95000,101666,2767,132,20,2006,NA,"","10/29/2009 0:00","D6RIII","D6","R","III","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Arkansas","TTT","Track Type Tractors","","EROPS w AC","","","","","Powershift","","","","","","2 Valve","","Single Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","Differential Steer","",""
2242197,9000,675199,7014,136,1,2004,3051,"High","9/17/2008 0:00","236","236","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Illinois","SSL","Skid Steer Loaders","","EROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","Manual","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1520140,41000,1428836,2758,132,2,1996,NA,"","11/13/1998 0:00","D5CIII","D5","C","III","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","New York","TTT","Track Type Tractors","","OROPS","","","","","Powershift","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2415896,97500,1191627,23752,136,1,2005,0,"","4/11/2008 0:00","PC300LC7L","PC300","LC","7","L","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Georgia","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1760400,37000,1094322,248,132,1,2001,NA,"","3/29/2011 0:00","D61EX-12","D61","EX","-12","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Maryland","TTT","Track Type Tractors","","EROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2242313,28500,1662584,3538,136,NA,1998,2650,"Low","10/24/2007 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Michigan","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1270858,7000,1280705,3112,132,2,1994,NA,"","11/6/1999 0:00","1845C","1845","C","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","New York","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2456440,39000,1718186,5893,136,1,2002,0,"","8/26/2009 0:00","L90D","L90","D","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Texas","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1318455,26000,160192,3538,132,1,1997,NA,"","3/20/2002 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","Yes","Reversible","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2215067,14500,1755842,4124,136,NA,1973,0,"","6/25/2009 0:00","D6D","D6","D","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","South Carolina","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
1492556,34000,1122939,2753,132,1,1996,NA,"","5/12/2005 0:00","D4HII","D4","H","II","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Texas","TTT","Track Type Tractors","","EROPS w AC","","","","","Standard","","","","","","4 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1722151,21000,1384239,2137,132,1,2003,NA,"","3/18/2009 0:00","SK135SRLC","SK135","SR","","LC","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
1826947,41000,1307156,17583,132,1,1999,NA,"","11/6/2007 0:00","SE450LC-2","SE450","LC","-2","","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Tennessee","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","11' 0""","None or Unspecified","None or Unspecified","Double","","","","",""
1473759,39000,1248293,3823,132,9,1991,NA,"","2/16/2005 0:00","950F","950","F","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1627958,29000,1557903,4603,132,1,1996,NA,"","10/1/1998 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Georgia","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
1253828,14000,1360343,3170,132,20,1987,NA,"","4/18/2001 0:00","580K","580","K","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Arkansas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Powershuttle","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1306917,75000,1093624,4156,132,1,1983,NA,"","6/16/1992 0:00","D9L","D9","L","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Washington","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
2395604,37500,1745025,2151,136,NA,2001,0,"","4/15/2009 0:00","SK250LC","SK250","","","LC","Large / Medium","Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons","Arkansas","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","31 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
4262408,27000,1462869,1355,172,1,1995,11560,"Low","12/14/2010 0:00","350L","350","","","L","Large / Medium","Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons","California","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1301930,33000,1508455,4123,132,99,1976,NA,"","11/17/1994 0:00","D6C","D6","C","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
1687857,12000,1096867,22982,132,1,1000,NA,"","6/17/2008 0:00","EX55UR","EX55","UR","","","Mini","Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons","Ohio","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1301151,24000,1118434,4123,132,1,1971,NA,"","3/9/2005 0:00","D6C","D6","C","","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Minnesota","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Straight","None or Unspecified","",""
4388602,17500,1398043,17976,172,1,2005,1113,"Low","8/7/2009 0:00","TX760B","TX760","B","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Nevada","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1177951,56000,1020095,248,121,3,2001,3925,"Medium","3/27/2008 0:00","D61EX-12","D61","EX","-12","","Medium","Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower","Arkansas","TTT","Track Type Tractors","","EROPS w AC","","","","","Powershift","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1489198,48000,1288274,1118,132,99,1997,NA,"","4/13/2002 0:00","312BL","312","B","","L","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Maine","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 10""","None or Unspecified","None or Unspecified","Double","","","","",""
1789255,12000,1225973,9506,132,2,1000,NA,"","3/31/2001 0:00","325","325","","","","Mini","Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons","New Jersey","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1347808,39000,813773,3803,132,5,1990,8684,"Medium","1/21/2000 0:00","936E","936","E","","","Medium","Wheel Loader - 135.0 to 150.0 Horsepower","Connecticut","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1524140,31000,156415,1177,132,1,1994,NA,"","7/13/2010 0:00","320L","320","","","L","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Illinois","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","Manual","Yes","Double","","","","",""
1614024,85000,1179564,4580,132,1,2004,2266,"Medium","6/24/2008 0:00","230CLC","230","C","","LC","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Minnesota","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1437082,33000,1144141,4113,132,4,1992,NA,"","2/9/2000 0:00","D5C","D5","C","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2348199,13200,1659828,4603,136,NA,1995,0,"","10/23/2008 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Pennsylvania","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2318387,36000,609464,1580,136,2,2005,0,"","12/10/2008 0:00","D5GLGP","D5","G","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1277200,39000,1074584,6797,132,2,1988,NA,"","5/8/1993 0:00","621","621","","","","","Wheel Loader - 120.0 to 135.0 Horsepower","Ohio","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1596476,15000,1216761,4749,132,1,1978,NA,"","7/9/2008 0:00","644B","644","B","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Texas","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2336772,10000,1673009,4603,136,NA,1991,0,"","6/17/2007 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","New York","BL","Backhoe Loaders","Two Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1222074,68000,325637,24028,121,3,2004,10030,"Medium","12/15/2011 0:00","345BIIL","345","B","II","L","Large / Medium","Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons","Maryland","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","Hydraulic","","","","Steel","None or Unspecified","11' 0""","None or Unspecified","None or Unspecified","Double","","","","",""
1596507,16000,1353465,8202,132,1,1979,NA,"","10/12/1989 0:00","544","544","","","","","Wheel Loader - 90.0 to 100.0 Horsepower","Texas","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1185942,40000,1032654,15592,121,3,2003,5563,"Medium","1/29/2009 0:00","R320LC7","R320","LC","7","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Texas","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1544562,35000,771850,3539,132,1,2001,NA,"","10/9/2003 0:00","416D","416","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","Street","No","Extended","Standard","Yes","","","","","","","","","","","","","","","","","","","","","","","","",""
2298186,23000,796678,1535,136,4,2003,0,"","2/9/2009 0:00","D3GLGP","D3","G","","LGP","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1323924,67500,1473988,3822,132,1,1988,NA,"","3/30/1995 0:00","950E","950","E","","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Washington","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","3 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
